Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
5354,182,182,46600,41964,0.66,121,46490,43568,0.07,13,4421,3995,182,49573,43427,182,2316,335,0.06,11,66576,50037,0.05,10,53453,33050,0.73,132,9757,6040,206,143077,58445
5355,4813,4813,55982,50213,0.77,3725,57988,54486,0.12,574,1569,563,4813,58503,52461,4813,2328,594,0.08,405,77741,29142,0.08,389,52836,11416,0.77,3718,13501,9809,5258,171452,92086
5356,464,464,47602,47480,0.75,347,53346,49901,0.11,49,1949,854,464,50766,48742,464,1988,514,0.12,55,69247,21599,0.11,50,61643,18432,0.74,343,11351,7724,497,121870,72680
5357,216,216,45507,37828,0.68,147,44754,39223,0.14,30,2183,1304,216,47961,39301,216,1542,265,0.09,19,64405,27436,0.08,17,50980,9544,0.64,138,11146,6773,242,144476,73869
5360,807,807,58123,49010,0.77,618,58208,51062,0.14,114,-221,129,807,60608,51088,807,2431,797,0.12,97,101907,25309,0.11,90,84249,8084,0.77,620,14689,9671,847,166727,91860
5371,895,895,57741,48031,0.78,700,58279,52018,0.18,157,993,111,895,60233,49618,895,2382,660,0.09,79,81782,21792,0.08,75,66816,12188,0.79,705,14439,8813,914,154115,83709
5372,1486,1486,56119,51954,0.84,1242,57867,54492,0.10,152,-295,-281,1486,58723,54346,1486,2477,722,0.09,133,85953,31155,0.09,128,70461,18856,0.83,1236,12321,9422,1565,126766,69876
5373,1955,1955,54176,46351,0.74,1456,54373,50154,0.14,281,2621,1297,1955,57293,49297,1955,2491,561,0.09,173,109360,35870,0.09,167,79327,20020,0.75,1460,13279,8754,2141,151073,78176
5374,820,820,45871,37986,0.64,527,49868,46412,0.12,95,2086,1364,820,49093,40946,820,2154,292,0.12,95,100179,34068,0.12,97,77789,19285,0.65,532,12228,7762,886,110534,53895
5381,183,183,37135,29276,0.57,105,46230,40599,0.03,5,5444,4856,183,39902,31559,183,1867,200,0.17,32,53008,22878,0.16,29,53748,13775,0.58,106,8431,5767,198,91536,51272
5400,589,589,57232,47555,0.77,453,57366,53551,0.12,70,285,789,589,59408,48814,589,1977,537,0.09,51,82745,34900,0.08,50,60809,15662,0.77,451,14896,9313,604,133048,67331
5401,451,451,55227,45488,0.75,338,53234,48540,0.11,51,3045,652,451,57816,48821,451,2196,524,0.10,43,51449,27776,0.09,42,32873,14006,0.76,341,12987,8461,491,133837,65966
5410,173,173,53287,48420,0.73,127,52175,50284,0.12,20,-561,1236,173,55431,50683,173,1863,512,0.12,20,42808,15888,0.12,20,30610,6635,0.74,128,12496,9072,204,136227,55117
5411,180,180,49615,43199,0.66,119,46675,40538,0.16,28,6311,3498,180,53243,43864,180,3234,352,0.12,21,89195,37740,0.11,20,72972,23288,0.76,136,10963,6974,200,135888,59557
5412,642,642,53463,44834,0.65,415,52880,50605,0.13,82,2006,1620,642,56435,45760,642,2858,342,0.10,65,91348,30005,0.10,62,56071,16956,0.70,448,13823,9355,700,172522,80352
5413,466,466,51874,38903,0.62,291,45020,40560,0.12,57,3889,2332,466,55263,41475,466,3064,302,0.12,55,70906,23857,0.12,54,56898,9556,0.66,306,14198,7144,488,136151,64041
5414,96,96,43416,43129,0.61,59,43472,48645,0.15,14,3607,3590,96,46139,45056,96,2436,618,0.09,9,29649,5275,0.09,9,20529,8524,0.70,67,8554,6929,94,99471,51567
5415,159,159,51413,39032,0.69,109,57130,43999,0.17,27,942,1390,159,57696,44041,159,3703,580,0.13,20,80348,26250,0.11,17,67639,16682,0.69,110,13279,8156,165,267564,110668
5416,136,136,43267,38020,0.71,96,44329,37358,0.16,22,0,-1447,136,44963,38210,136,1537,276,0.10,14,87857,34503,0.10,14,69119,19048,0.65,89,9521,6072,152,132520,65120
5417,813,813,44952,39487,0.67,547,46912,42610,0.16,133,2507,181,813,48186,41494,813,2813,467,0.11,87,88448,30356,0.11,89,57942,12854,0.70,571,11057,6901,894,156393,65554
5418,55,55,46791,31663,0.49,27,42883,22404,0.11,6,1504,673,55,51395,35044,55,4157,199,0.09,5,19587,14305,0.09,5,13562,10350,0.55,30,15178,9526,55,383079,60146
5419,129,129,39596,35264,0.54,70,46277,39260,0.18,23,3266,2433,129,44939,39397,129,2080,163,0.09,12,35046,27152,0.09,11,28296,13107,0.62,80,10244,6210,128,132132,57765
5422,677,677,43835,37083,0.71,481,43648,36009,0.10,66,3122,2510,677,46068,38262,677,1900,297,0.10,70,84383,38045,0.10,69,76511,30695,0.69,468,9429,4823,758,91822,39130
5431,490,490,43960,38220,0.63,307,49675,44445,0.14,69,-5,-386,490,48413,41798,490,2255,313,0.14,71,90774,42059,0.14,70,75535,34660,0.66,321,11765,7713,499,160750,76683
5432,87,87,62040,44876,0.55,48,37754,29496,0.13,11,4267,3602,87,67204,48180,87,4483,715,0.15,13,123849,60950,0.15,13,80008,15755,0.74,64,17908,11130,92,249221,115162
5433,677,677,54815,46121,0.78,529,57273,49053,0.17,114,1457,1160,677,57681,49009,677,2277,590,0.10,70,89452,19078,0.09,63,82985,7939,0.73,491,14099,10105,795,173043,76570
5434,228,228,52573,46801,0.70,159,45060,42067,0.12,28,3406,1031,228,56674,51210,228,3666,718,0.11,26,77037,21044,0.12,27,44805,11845,0.79,179,11115,8242,248,181434,73414
5440,131,131,47259,34704,0.71,93,47579,40687,0.17,22,1917,872,131,50848,39153,131,2978,550,0.14,18,60427,35500,0.13,17,55565,12536,0.67,88,12962,8488,132,189686,59385
5451,437,437,51035,42383,0.65,282,51350,47688,0.15,66,1982,2300,437,54962,44710,437,2734,650,0.12,53,62160,35162,0.12,51,38738,14404,0.68,297,13077,7478,445,241650,106181
5452,301,301,52951,44554,0.71,214,53489,51240,0.14,41,2199,615,301,55974,47067,301,2859,569,0.12,36,60577,23856,0.13,38,39425,12966,0.74,224,13041,8352,330,207560,89940
5453,3150,3150,59555,46986,0.72,2280,56075,49470,0.15,469,2014,1084,3150,63145,49856,3150,3151,640,0.10,330,86013,30382,0.10,317,56702,12587,0.75,2374,16089,8939,3388,189563,89077
5454,212,212,39661,37461,0.65,137,45176,44125,0.09,19,1723,3257,212,44682,40404,212,2690,578,0.11,23,141327,34727,0.09,20,131619,19958,0.69,147,8605,6936,222,142289,58937
5460,418,418,51113,44096,0.72,299,51806,47959,0.14,60,2381,908,418,55339,48009,418,3377,544,0.09,36,128387,28106,0.09,36,84889,13755,0.75,312,11893,8472,450,145945,62386
5461,1414,1414,50364,43466,0.71,1003,50289,47159,0.14,195,2312,753,1414,53435,45426,1414,2596,634,0.09,130,105829,23640,0.09,125,80490,14265,0.72,1017,12841,8043,1486,165078,68341
5462,331,331,52780,43466,0.75,247,47758,44473,0.12,39,834,2049,331,55922,45854,331,2848,544,0.11,35,98499,34701,0.10,34,86895,17166,0.77,254,12138,7334,354,121810,58076
5464,321,321,46800,40862,0.70,225,45013,39805,0.14,46,1473,1488,321,50884,45150,321,3318,659,0.10,31,51946,26877,0.09,29,37202,11744,0.71,228,11242,6873,336,146738,70756
5470,82,82,43260,36488,0.61,50,48156,38927,0.09,7,5087,3643,82,45849,39076,82,1441,188,0.09,7,17843,12900,0.09,7,8171,3530,0.59,48,13710,9569,75,136360,46714
5471,60,60,27841,36232,0.57,34,37541,33639,0.17,10,3941,1528,60,32069,36507,60,3321,238,0.12,7,54693,35923,0.12,7,40368,13702,0.57,34,12036,11635,57,137764,73858
5472,96,96,44929,39798,0.62,60,43874,42897,0.12,12,6850,5542,96,48749,44474,96,2966,212,0.09,9,45351,36890,0.09,9,30303,19544,0.66,63,9858,6492,97,129577,60511
5473,360,360,56071,45117,0.74,266,50935,43448,0.13,48,2605,505,360,59667,46583,360,3303,534,0.11,39,78691,35897,0.11,38,58348,19249,0.74,266,14183,9019,379,160505,51148
5480,483,483,48747,42415,0.71,341,53103,44148,0.12,60,1642,1028,483,51611,45758,483,2467,457,0.09,43,105586,34658,0.09,43,74317,27487,0.73,354,12286,7251,517,150327,85609
5481,302,302,47602,39166,0.63,189,53300,42391,0.16,49,3822,1895,302,51844,44012,302,2311,386,0.12,37,101115,38337,0.12,36,96095,27497,0.71,214,11643,7118,328,171805,90026
5482,311,311,47119,32043,0.62,194,50144,40288,0.11,35,1650,928,311,54339,40003,311,2024,318,0.11,34,66944,21150,0.10,30,55939,14231,0.59,185,17910,8105,316,163049,76579
5483,196,196,39298,40780,0.66,129,49344,42531,0.16,31,1136,1532,196,45903,43016,196,3094,408,0.16,31,114658,65000,0.16,31,84369,35748,0.67,131,11712,7529,219,195666,97961
5485,336,336,51403,44476,0.73,244,54584,46433,0.14,46,2134,1534,336,56124,47678,336,2510,446,0.10,33,44344,28786,0.09,31,33569,23035,0.71,238,12886,9416,359,156454,77946
5490,86,86,53908,44220,0.65,56,51176,44520,0.12,10,-1958,1304,86,59863,47926,86,1585,198,0.12,10,94673,51336,0.12,10,80634,35229,0.69,59,14998,10824,97,138535,45098
5491,1122,1122,56881,46070,0.71,802,52891,45699,0.12,139,1409,473,1122,61244,49840,1122,3280,607,0.10,111,133550,42141,0.09,101,101575,27358,0.75,841,15102,8743,1165,184294,86097
5495,259,259,51882,44029,0.74,191,59146,54768,0.14,36,3629,3381,259,54218,47480,259,2175,693,0.12,32,207081,22450,0.12,31,206622,18454,0.73,189,12633,10107,294,155890,86734
5501,4791,4791,56536,50065,0.80,3819,57739,53588,0.12,587,976,376,4791,58921,52002,4791,2210,650,0.09,418,78958,39088,0.09,410,60484,20494,0.80,3809,13124,9369,5106,121454,68240
5502,1002,1002,54776,46440,0.76,762,54488,50307,0.13,131,3842,2008,1002,57238,49270,1002,2402,559,0.10,100,119052,39818,0.10,97,101261,21513,0.77,769,13081,8388,1239,107941,38753
5510,67,67,42389,40645,0.72,48,48609,41498,0.06,4,4443,-30,67,45415,43836,67,3026,691,0.04,3,168420,16806,0.04,3,179318,3979,0.73,49,9811,6359,75,126539,78965
5520,258,258,44950,38784,0.69,178,46157,41004,0.15,38,5211,1856,258,48372,42396,258,2904,420,0.09,22,120504,31870,0.09,22,104140,26384,0.67,173,11382,6837,306,161143,65789
5521,80,80,50318,42226,0.66,53,44002,37967,0.16,13,2126,-1095,80,56774,49550,80,4347,608,0.08,6,255946,33529,0.08,6,215670,96170,0.74,59,15925,9096,86,218821,76616
5522,728,728,54207,41345,0.62,452,52955,43282,0.19,140,3992,2638,728,57875,43945,728,3412,508,0.08,59,96234,48378,0.08,59,76433,17789,0.68,498,15749,8145,772,218525,104082
5523,1031,1031,55965,45146,0.69,709,59296,52479,0.16,161,1005,812,1031,60186,48526,1031,3626,654,0.08,81,120203,26557,0.07,74,114180,12870,0.70,718,16230,10158,1098,205377,87244
5540,7531,7531,54476,46140,0.81,6120,56529,50940,0.12,894,508,309,7531,56615,47783,7531,2060,686,0.06,431,76117,28232,0.06,423,53425,15058,0.76,5755,12822,8620,8467,143568,62862
5550,501,501,44878,43390,0.76,380,47699,47498,0.13,66,1963,1241,501,47520,46086,501,2544,506,0.07,37,74981,21342,0.07,34,72952,12948,0.73,364,10056,6552,547,91269,33044
5552,190,190,36589,35405,0.62,117,39556,36400,0.11,21,2071,1411,190,39810,35981,190,3153,150,0.05,10,62627,19234,0.04,7,74522,13777,0.62,118,11670,6474,187,155316,44945
5554,2947,2947,52643,45584,0.75,2211,51386,45944,0.13,393,3440,1264,2947,55071,47257,2947,2389,450,0.08,238,93819,24540,0.08,230,76196,11186,0.77,2259,12167,7324,3165,148106,64736
5555,336,336,46909,43264,0.54,182,42211,37696,0.17,56,6353,2642,336,51891,46099,336,4493,308,0.11,36,100024,21363,0.09,30,93294,24668,0.71,239,11023,6764,341,192853,79415
5556,2040,2040,49887,42512,0.67,1372,51700,45048,0.14,287,3789,1377,2040,52631,44566,2040,2562,420,0.09,189,71991,30000,0.09,176,50613,13644,0.71,1444,12337,7555,2333,189669,80479
5558,2502,2502,50119,40155,0.65,1631,50448,42380,0.14,346,2263,1184,2502,52449,41608,2502,2146,367,0.09,234,87533,36470,0.09,225,62778,15124,0.69,1738,12485,6891,2792,186577,81830
5560,225,225,50475,42368,0.54,122,48341,40494,0.13,29,3874,4673,225,56035,44111,225,5502,494,0.07,15,121944,20460,0.06,14,145675,8548,0.65,146,16625,11204,252,289339,87167
5570,244,244,45548,36022,0.57,139,47661,38289,0.10,24,8257,4055,244,47318,36621,244,1755,206,0.13,31,161929,47911,0.12,30,129851,18211,0.63,154,11997,7613,282,122598,71160
5571,939,939,49752,40249,0.60,559,48763,40554,0.15,140,5671,3014,939,53462,43199,939,3269,331,0.11,103,169969,35941,0.10,96,161051,18193,0.66,624,14289,8477,1030,216139,97083
5572,89,89,53514,45759,0.56,50,46973,42448,0.16,14,14168,1369,89,59801,48478,89,5063,725,0.17,15,53369,32431,0.17,15,31373,24076,0.74,66,17303,8592,100,161528,63722
5573,1138,1138,56167,42829,0.61,699,48686,42580,0.17,188,8007,1406,1138,59864,45190,1138,3513,396,0.10,116,87070,26718,0.09,108,61319,11660,0.70,802,15841,9567,1217,196365,83639
5575,1273,1273,46624,40044,0.59,755,47443,40133,0.12,153,4773,2272,1273,50187,43282,1273,2871,300,0.12,150,102860,38734,0.11,144,82980,18444,0.67,854,11686,7299,1390,189509,79084
5576,624,624,46337,41178,0.62,390,49887,42924,0.15,96,2305,1220,624,49531,43822,624,3019,436,0.13,82,101613,44614,0.13,80,81720,21306,0.72,450,12022,6440,676,184915,75543
5577,319,319,43137,37546,0.58,186,42233,40736,0.14,45,3911,5071,319,47576,40613,319,2883,406,0.17,53,88280,39729,0.17,54,63324,26026,0.63,200,11712,7028,340,143223,51948
5580,209,209,47939,41000,0.61,128,44758,40832,0.14,30,373,-396,209,51617,46425,209,3053,336,0.15,31,121811,27854,0.14,29,111202,5636,0.67,140,12992,7826,227,182093,86810
5581,300,300,52335,42225,0.55,166,49385,40890,0.21,64,1321,587,300,56171,45521,300,3426,496,0.12,35,79928,47132,0.11,32,56947,13471,0.67,202,14118,8655,334,269755,125505
5582,291,291,52241,42917,0.62,179,52323,46024,0.14,42,6444,3626,291,55056,44949,291,2690,321,0.09,27,64116,22038,0.10,29,47540,12092,0.70,205,13229,7981,355,194104,110391
5583,375,375,45801,35606,0.61,230,46135,41424,0.14,54,6136,2593,375,47933,37967,375,2002,330,0.11,40,159948,53271,0.10,39,135102,16306,0.67,251,10537,6350,441,155140,73517
5600,3594,3594,67972,57098,0.85,3042,70722,63833,0.18,651,118,-67,3594,70297,59348,3594,2299,1000,0.06,201,136791,31965,0.05,193,116767,15215,0.80,2888,18215,13944,4172,213978,110391
5601,57,57,53589,38526,0.75,43,56797,50245,0.12,7,288,-434,57,56681,43513,57,2814,758,0.07,4,40790,38074,0.07,4,63604,50396,0.72,41,13475,12296,66,135476,76153
5602,739,739,50322,44836,0.70,516,54651,49042,0.16,120,-76,-222,739,53823,47571,739,2605,467,0.08,57,125973,33310,0.08,57,114448,17050,0.70,517,13959,9169,807,177720,85291
5603,265,265,32969,36798,0.60,158,50904,46690,0.12,31,1637,790,265,35497,37454,265,2166,342,0.11,29,68861,29929,0.11,28,78815,14070,0.60,160,10179,6514,257,135125,72726
5604,117,117,57593,46242,0.55,64,60626,56924,0.24,28,-634,-310,117,62374,47598,117,4301,487,0.09,11,62679,30337,0.09,11,30850,12419,0.70,82,16530,11295,137,203264,103148
5605,1112,1112,48490,41746,0.62,693,51600,46265,0.17,189,2973,1381,1112,51719,44446,1112,3080,400,0.08,94,57821,32540,0.08,91,35672,13903,0.70,776,13078,8526,1165,231494,97195
5606,8810,8810,57880,47686,0.76,6725,52020,46622,0.13,1175,2546,1195,8810,60630,49538,8810,2613,549,0.09,786,106540,33085,0.08,748,80996,13047,0.79,6948,13980,8100,9602,161100,66386
5607,2566,2566,57037,48134,0.68,1753,54192,47719,0.14,370,2020,1243,2566,60674,51268,2566,3060,494,0.11,285,79043,34120,0.11,276,57774,13962,0.76,1945,14585,9718,2676,182713,81178
5608,6116,6116,57775,48549,0.86,5230,60326,52623,0.08,514,-273,-90,6116,59418,49962,6116,1607,683,0.04,218,72403,20917,0.03,206,57804,10752,0.77,4729,14008,9968,7112,131713,52447
5609,1136,1136,71972,64618,0.91,1038,75195,68364,0.13,146,-2066,-766,1136,74097,67246,1136,2123,1070,0.05,57,45405,19100,0.05,55,30789,7460,0.86,974,18389,14939,1209,164974,80863
5630,84,84,60869,49473,0.71,60,55469,49155,0.19,16,-2802,-472,84,64004,49972,84,3135,618,0.10,8,48428,21448,0.10,8,31647,14568,0.85,71,13551,9389,88,126583,76188
5631,771,771,59653,50393,0.63,489,49844,45755,0.13,104,11,-286,771,64276,53534,771,4358,535,0.07,57,63022,17104,0.07,54,66639,7142,0.79,610,15978,9999,792,234951,80282
5632,155,155,53282,53558,0.57,89,41847,39999,0.11,17,2798,2410,155,57205,57821,155,3923,295,0.03,5,56656,13350,0.04,6,9461,5653,0.79,122,16441,10853,144,143257,53494
5633,181,181,23182,39144,0.57,104,41025,38636,0.14,25,942,2847,181,26578,40936,181,3097,325,0.10,18,67483,33323,0.10,18,42796,7724,0.63,114,11100,8391,195,158706,48811
5640,646,646,46090,44668,0.63,404,50463,47572,0.15,100,2733,315,646,49802,48020,646,3148,437,0.11,68,84476,35979,0.10,62,69484,19612,0.71,458,12849,8684,629,224812,92525
5641,619,619,39290,37819,0.56,348,48224,43520,0.13,80,1001,222,619,45271,43633,619,3426,300,0.10,64,65650,23268,0.10,60,58555,13506,0.63,389,12704,9064,624,179902,63772
5642,125,125,27776,29897,0.54,67,39576,30318,0.15,19,-1562,-948,125,31707,35101,125,3544,298,0.05,6,35435,31319,0.06,7,98732,120000,0.60,75,8042,4584,116,212023,57707
5650,92,92,56533,49638,0.42,39,34429,30409,0.15,14,2985,2493,92,61723,49763,92,4852,235,0.11,10,185124,86110,0.10,9,199558,40326,0.75,69,15933,8272,96,250802,63128
5651,78,78,69883,50800,0.50,39,43310,33517,0.10,8,5015,5398,78,76934,57368,78,6167,586,0.12,9,56252,37306,0.09,7,77176,73384,0.69,54,27440,14752,79,208249,53609
5652,430,430,56229,48534,0.63,269,52599,47076,0.14,60,537,234,430,60635,51429,430,3995,689,0.10,41,132491,49500,0.09,37,129988,34044,0.75,324,14746,10181,436,184602,81490
5654,117,117,45794,40391,0.64,75,49032,41103,0.12,14,3550,3362,117,49096,42027,117,2412,301,0.10,12,70050,59447,0.10,12,72382,34974,0.68,79,12825,6964,115,153685,79112
5655,64,64,28154,30494,0.62,40,31942,31508,0.08,5,-1636,584,64,30100,33456,64,1946,169,0.06,4,98614,92838,0.06,4,75719,69226,0.64,41,7573,4595,66,99331,61993
5661,77,77,61623,48664,0.66,51,46667,40800,0.13,10,2744,3128,77,65252,51160,77,2722,238,0.08,6,145022,151919,0.08,6,120687,93340,0.83,64,14486,8073,75,138924,86916
5670,268,268,47621,40782,0.65,173,44205,37284,0.16,44,3193,2718,268,49895,42143,268,2109,314,0.16,42,99590,49762,0.15,40,78160,20203,0.71,190,11643,6755,296,175490,74742
5671,116,116,60386,41169,0.51,59,38926,34100,0.09,11,5052,3810,116,65719,45674,116,4686,270,0.07,8,167512,55914,0.05,6,161246,29062,0.68,79,20307,8367,110,213887,73389
5680,1367,1367,51040,42103,0.67,918,48370,41416,0.15,206,2753,2076,1367,54572,44150,1367,3118,425,0.12,158,81753,33946,0.11,156,61056,18633,0.72,987,12592,7456,1422,173475,72261
5690,2181,2181,56882,49139,0.80,1735,53734,48443,0.13,283,2614,1138,2181,59787,51569,2181,2675,575,0.08,177,97245,43231,0.08,168,77291,25202,0.79,1720,13385,9548,2556,130771,52868
5700,5674,5674,57866,49322,0.85,4829,58090,51658,0.11,640,549,386,5674,60265,51154,5674,2295,789,0.05,312,96611,25922,0.05,302,79676,10832,0.79,4461,13662,9325,6774,144520,58120
5701,55,55,44396,40079,0.80,44,44271,44438,0.31,17,2419,2618,55,47996,46310,55,3444,910,0.09,5,43802,32249,0.09,5,24458,14530,0.75,41,8498,6909,55,86641,43074
5710,1319,1319,64532,56481,0.88,1156,66693,60641,0.14,184,344,117,1319,67290,59155,1319,2688,1245,0.04,56,60492,28130,0.04,58,42447,20654,0.82,1086,16111,11745,1449,176732,94441
5720,122,122,71212,66617,0.90,110,70454,65594,0.23,28,-461,1150,122,75149,69090,122,3936,1437,0.07,9,38504,38406,0.07,9,23995,8829,0.90,110,16128,13681,143,138481,77611
5722,167,167,61963,39461,0.74,124,69652,54784,0.16,27,1926,600,167,63831,43745,167,1856,564,0.11,18,30749,8800,0.09,15,31314,7525,0.68,114,17948,11111,191,114932,58960
5723,833,833,51216,42856,0.78,651,49951,45621,0.10,87,3716,1693,833,53391,44340,833,1857,497,0.11,93,60916,20450,0.11,93,44728,10050,0.73,604,10860,7331,947,74268,20786
5724,99,99,60521,48969,0.87,86,57819,51148,0.09,9,3023,1324,99,63900,52746,99,2016,557,0.05,5,198725,18327,0.05,5,166330,11346,0.77,76,13286,8112,142,65453,18391
5725,2462,2462,103726,98648,0.95,2341,104726,102529,0.20,495,-1827,-1029,2462,106583,101841,2462,2845,1540,0.04,105,60077,18882,0.04,98,44884,12818,0.90,2205,30013,26028,2722,142218,75358
5730,64,64,43266,30717,0.50,32,32530,28499,0.20,13,3759,3079,64,47669,32634,64,4087,379,0.14,9,86073,24628,0.14,9,60782,23300,0.64,41,10490,3723,64,128201,52921
5731,105,105,59707,52145,0.84,88,53499,52023,0.24,25,1104,1213,105,63017,53288,105,2401,538,0.15,16,57945,19940,0.13,14,38978,5024,0.81,85,12911,10153,143,124501,63354
5732,75,75,44867,36708,0.76,57,39919,36443,0.11,8,-3083,-726,75,47931,45213,75,1507,279,0.07,5,28815,8900,0.07,5,16194,5736,0.77,58,7656,4937,97,56040,26139
5733,59,59,65798,50702,0.81,48,52445,52234,0.02,1,-2491,-2491,59,69655,52000,59,3858,325,0.14,8,33576,26523,0.12,7,23662,24459,0.75,44,17607,9589,76,136770,57930
5734,54,54,58646,49958,0.94,51,53762,47941,0.09,5,2927,1697,54,62248,50704,54,3602,594,0.06,3,32373,42705,0.06,3,39600,49942,0.80,43,13121,9709,78,89451,13957
6000,10468,10468,73363,52778,0.82,8587,74128,58095,0.11,1185,-133,-668,10468,76071,55180,10468,2567,650,0.09,935,113668,20990,0.08,826,96115,7462,0.78,8132,23176,13213,12783,107977,19426
6003,2923,2923,71650,54770,0.87,2542,68365,56082,0.12,349,-438,-834,2923,74300,56454,2923,2551,756,0.11,323,142170,18908,0.10,278,135618,7482,0.84,2455,19461,11402,3651,109258,25534
6004,8443,8443,82332,58680,0.83,6997,81942,62255,0.14,1175,-1579,-1040,8443,85645,61173,8443,3134,726,0.10,840,118326,22620,0.09,763,91307,8110,0.81,6833,25047,13907,9260,153977,31361
6005,4447,4447,88743,63398,0.84,3735,83321,65784,0.14,611,638,-366,4447,92209,65713,4447,3269,780,0.10,454,72812,21872,0.09,410,43297,7127,0.84,3751,27518,15061,5170,155365,39541
6006,6133,6133,87267,65359,0.81,4967,84650,69020,0.20,1199,389,-310,6133,92104,67783,6133,4755,880,0.11,689,113782,30000,0.10,631,80869,10056,0.83,5110,27730,16420,6945,199094,83230
6007,5439,5439,100290,69416,0.81,4391,91315,72215,0.19,1049,291,-60,5439,104080,72692,5439,3684,986,0.11,591,141922,39351,0.10,553,76510,11346,0.83,4515,33766,18143,6051,232694,81039
6008,10330,10330,105912,67941,0.74,7685,96425,72623,0.19,1955,1246,600,10330,110546,71492,10330,4499,885,0.11,1097,165104,37664,0.10,1008,103467,11864,0.78,8102,39583,19941,11421,343458,101328
6009,11862,11862,152665,58572,0.66,7851,101314,55183,0.21,2534,3388,1769,11862,158916,63132,11862,5874,642,0.11,1261,379053,56765,0.10,1165,239978,22244,0.73,8635,73553,22009,12490,505065,112887
6010,12180,12180,125935,64436,0.67,8110,103487,66380,0.19,2290,2607,985,12180,131524,68555,12180,5385,892,0.10,1167,214862,35830,0.09,1104,134386,12636,0.76,9232,53328,21148,12721,444143,134393
6011,6648,6648,229805,81110,0.63,4195,116194,64508,0.20,1305,2660,1976,6648,312128,87258,6648,81864,1100,0.11,739,294003,63441,0.10,690,151514,19248,0.80,5350,107910,27047,7227,614141,136887
6012,5802,5802,154414,62622,0.70,4089,98163,60801,0.17,1014,1860,854,5802,160468,66749,5802,5488,789,0.10,605,211488,36634,0.10,564,137627,13060,0.78,4500,69477,18708,6260,454884,98654
6014,14579,14579,103352,62589,0.75,10961,92971,64976,0.19,2759,779,129,14579,107478,65923,14579,3991,896,0.11,1633,135535,29742,0.10,1529,82165,10361,0.79,11488,38015,17664,15467,288756,105570
6015,4775,4775,155436,75964,0.62,2950,114077,64546,0.22,1049,4668,2276,4775,161984,80391,4775,6178,990,0.10,469,257151,53960,0.10,456,141475,16212,0.79,3753,65800,25542,4846,526980,188587
6016,6844,6844,86624,63250,0.84,5764,82625,65017,0.16,1127,420,-286,6844,89869,66056,6844,3114,1005,0.13,891,120868,24793,0.12,810,97325,8844,0.84,5721,26424,14874,7532,181889,79865
6017,3266,3266,63528,53651,0.86,2815,61431,56297,0.09,281,551,-982,3266,65965,56069,3266,2334,795,0.16,528,125655,19400,0.15,490,117032,8322,0.83,2701,15621,10096,3616,85580,28941
6018,26969,26969,84733,62903,0.78,21082,84361,68996,0.18,4904,-208,-414,26969,87987,66021,26969,3152,875,0.09,2506,110176,29234,0.09,2329,79315,9136,0.80,21467,27275,16603,29090,206954,88753
6019,16376,16376,87189,65060,0.80,13107,84828,69810,0.17,2752,-258,-484,16376,90612,68197,16376,3266,1030,0.11,1742,85094,28500,0.10,1612,49489,10007,0.82,13380,27578,16706,18243,191345,75893
6020,14748,14748,92159,59668,0.71,10457,84322,63600,0.22,3198,1010,108,14748,95933,62999,14748,3627,763,0.09,1280,113731,34446,0.08,1196,75924,12163,0.76,11144,33664,18075,16064,311921,139583
6021,13178,13178,72100,55498,0.77,10123,71282,59189,0.19,2535,1545,332,13178,74803,57850,13178,2605,636,0.10,1357,97100,30863,0.10,1294,66726,10769,0.79,10355,21267,12843,14060,153794,67869
6022,3281,3281,64609,53129,0.78,2568,68828,60452,0.15,483,-69,-707,3281,67107,55081,3281,2432,689,0.10,322,68659,37039,0.09,307,43743,14144,0.77,2511,17930,12476,3699,167023,83007
6023,10173,10173,77808,57592,0.75,7674,79519,65016,0.18,1877,72,-483,10173,80846,60346,10173,2869,726,0.09,879,81180,28200,0.08,823,53192,9892,0.76,7743,25132,16184,11130,248695,118397
6024,8543,8543,64568,52873,0.78,6701,69596,61154,0.14,1185,-771,-818,8543,66970,55095,8543,2362,640,0.10,827,56434,29848,0.09,793,32999,10142,0.76,6530,17949,12886,9728,162718,87144
6025,20349,20349,76628,57795,0.78,15840,76134,62814,0.17,3479,-1107,-633,20349,79563,60202,20349,2781,777,0.09,1837,86840,30964,0.08,1722,58214,11918,0.79,16027,23480,14248,22536,192695,88642
6026,14591,14591,70218,54501,0.78,11453,72868,61091,0.16,2323,-1382,-1028,14591,72642,56858,14591,2360,680,0.08,1191,78118,28900,0.08,1123,51721,10323,0.77,11261,20626,13494,16075,196710,98709
6027,27760,27760,70330,54720,0.80,22234,71456,59999,0.16,4337,-1791,-1300,27760,72910,57011,27760,2485,724,0.09,2523,87053,32040,0.09,2374,60620,11818,0.79,21812,20247,12734,30589,157369,72634
